Name,Age,Purpose,Depature,Destination,PeriodOfStay
강하민,19,other,kimpo,tokyo,55
신우성,35,tourism,incheon,fukuoka,71
어다현,64,other,jeju,osaka,71
제시현,0,tourism,jeju,fukuoka,76
최서희,9,business,jeju,osaka,85
위지원,74,other,busan,osaka,6
성보미,8,business,busan,osaka,69
가태경,51,business,kimpo,saporo,39
표지온,18,tourism,kimpo,tokyo,41
윤재혁,4,business,kimpo,saporo,22
용나영,18,business,jeju,osaka,55
동아인,66,other,incheon,tokyo,78
목채현,22,tourism,kimpo,osaka,43
부지혁,21,tourism,busan,tokyo,1
곽건,12,business,incheon,fukuoka,80
공진우,62,business,jeju,tokyo,15
현태건,1,tourism,busan,saporo,59
구정훈,6,business,kimpo,tokyo,85
문윤,45,business,kimpo,fukuoka,90
주지율,63,other,kimpo,saporo,17
진태연,20,tourism,kimpo,osaka,58
임채린,31,other,jeju,fukuoka,74
표아인,36,business,incheon,tokyo,64
왕정민,35,tourism,jeju,saporo,1
송예빈,51,tourism,kimpo,tokyo,45
온순기,7,other,jeju,tokyo,85
좌도은,35,tourism,kimpo,saporo,62
남유준,56,business,incheon,saporo,31
갈나린,68,tourism,busan,saporo,39
선봄,5,tourism,kimpo,tokyo,86
노은율,46,business,busan,fukuoka,66
임현민,33,tourism,busan,tokyo,27
팽연호,52,other,busan,osaka,27
위윤서,60,other,kimpo,tokyo,86
신소정,21,tourism,kimpo,tokyo,67
이재민,50,tourism,jeju,osaka,8
채도훈,41,tourism,kimpo,osaka,33
온가은,42,other,kimpo,saporo,26
마시현,34,business,incheon,tokyo,73
경가윤,21,other,busan,fukuoka,34
구도진,50,tourism,incheon,osaka,80
상효주,47,business,incheon,tokyo,12
석준석,77,other,kimpo,tokyo,53
안지율,52,tourism,kimpo,osaka,34
왕찬영,5,business,incheon,saporo,82
부승민,10,business,busan,saporo,28
백찬,29,business,jeju,osaka,90
송보경,43,tourism,incheon,osaka,37
천고은,66,other,incheon,osaka,21
안유나,69,other,busan,tokyo,40
은지아,80,business,jeju,osaka,70
위동건,33,business,jeju,saporo,30
모태현,11,tourism,busan,osaka,24
모성윤,0,business,incheon,saporo,57
연민성,52,business,incheon,osaka,18
경리나,59,other,jeju,osaka,27
유준현,3,other,incheon,saporo,11
상연지,49,other,incheon,saporo,80
소하엘,10,other,kimpo,fukuoka,64
복효준,6,tourism,incheon,fukuoka,25
경지영,9,tourism,incheon,tokyo,15
반나연,45,other,kimpo,tokyo,74
좌도준,38,other,incheon,saporo,49
심연호,35,business,kimpo,saporo,52
표재혁,34,other,incheon,tokyo,17
석민규,71,tourism,kimpo,saporo,16
감승유,30,tourism,jeju,osaka,20
호수민,66,other,jeju,osaka,66
민윤,41,other,jeju,tokyo,79
추가온,12,business,busan,fukuoka,80
엄하은,19,other,incheon,tokyo,4
여소민,72,tourism,jeju,fukuoka,65
구현지,17,business,incheon,tokyo,90
민예원,11,tourism,jeju,fukuoka,87
옥예성,27,business,incheon,tokyo,25
견재율,76,business,incheon,saporo,63
엄지훈,62,business,incheon,saporo,90
윤나경,72,tourism,jeju,saporo,66
동로아,7,tourism,kimpo,fukuoka,73
변주은,50,business,kimpo,osaka,40
석재현,18,tourism,kimpo,saporo,76
맹태연,70,other,jeju,tokyo,28
권한별,2,tourism,incheon,tokyo,21
하하윤,58,tourism,jeju,saporo,6
태소희,54,other,jeju,fukuoka,7
단우성,13,tourism,jeju,saporo,39
왕서인,76,other,kimpo,osaka,48
도승원,41,other,kimpo,osaka,73
원지호,15,other,jeju,tokyo,11
허태민,27,business,jeju,osaka,79
윤승준,65,other,incheon,saporo,61
안예진,29,business,jeju,saporo,83
나호진,75,tourism,incheon,osaka,45
신현진,45,business,busan,fukuoka,13
팽혜민,74,tourism,kimpo,tokyo,39
신재이,51,other,incheon,osaka,53
박정윤,54,business,jeju,osaka,15
함우영,66,business,jeju,tokyo,69
태현수,63,other,incheon,saporo,15
허다은,15,tourism,incheon,fukuoka,69
오은별,19,other,kimpo,osaka,31
부다은,58,tourism,jeju,fukuoka,58
심세린,60,tourism,jeju,tokyo,47
옥연주,67,tourism,busan,osaka,54
엄하연,77,other,busan,fukuoka,27
길정원,18,other,kimpo,tokyo,78
범주환,80,tourism,busan,osaka,36
방한율,45,tourism,busan,osaka,19
태현,4,tourism,busan,osaka,42
길나린,23,tourism,kimpo,tokyo,27
정가온,65,business,jeju,tokyo,88
우슬아,72,other,busan,saporo,72
제신우,60,tourism,jeju,tokyo,46
문가람,40,other,busan,saporo,30
복정후,23,tourism,busan,saporo,14
권재혁,35,business,jeju,tokyo,84
지연주,50,other,incheon,tokyo,76
가유주,20,tourism,busan,fukuoka,4
성은성,52,tourism,busan,saporo,78
편승빈,49,other,busan,tokyo,81
안지연,32,other,jeju,fukuoka,28
황윤찬,21,business,incheon,saporo,50
채지원,25,tourism,incheon,tokyo,41
사아름,75,business,jeju,osaka,6
설로아,28,tourism,incheon,saporo,80
하다온,73,tourism,kimpo,saporo,88
빈혜린,54,business,busan,osaka,1
심다온,2,business,busan,saporo,82
마찬우,5,business,busan,saporo,33
견현빈,74,business,jeju,saporo,6
상채영,7,other,jeju,fukuoka,57
탁정민,15,business,busan,saporo,60
장서정,41,tourism,kimpo,saporo,39
동지호,5,other,busan,osaka,13
주연우,59,tourism,kimpo,osaka,48
오지율,64,other,busan,tokyo,75
사이현,69,business,kimpo,saporo,43
국선우,18,other,incheon,fukuoka,81
고가빈,72,tourism,kimpo,osaka,78
노정우,64,business,jeju,fukuoka,63
모서인,64,other,kimpo,tokyo,4
편나린,25,other,incheon,saporo,61
탁지온,57,business,kimpo,tokyo,61
맹아영,43,other,kimpo,osaka,73
왕윤채,26,tourism,jeju,osaka,75
형우준,56,other,kimpo,osaka,51
제민우,52,other,kimpo,saporo,11
연은성,23,tourism,jeju,tokyo,85
장하윤,24,tourism,jeju,saporo,32
시주원,50,other,jeju,saporo,85
배태현,55,tourism,incheon,fukuoka,56
석시아,54,tourism,busan,tokyo,78
변연재,32,other,incheon,fukuoka,10
방정원,47,business,jeju,osaka,70
양정현,45,tourism,jeju,fukuoka,80
김지율,40,business,incheon,saporo,14
손나윤,51,other,jeju,osaka,59
전다연,31,tourism,jeju,osaka,58
성승윤,66,business,busan,saporo,70
권로이,47,other,busan,tokyo,76
모준원,48,tourism,incheon,saporo,66
가혜성,47,tourism,jeju,saporo,54
채민석,42,tourism,incheon,tokyo,40
반준현,57,business,kimpo,saporo,49
원가빈,41,business,incheon,fukuoka,43
피준호,41,other,kimpo,tokyo,39
라시윤,43,business,incheon,saporo,56
문여원,3,tourism,jeju,tokyo,5
문태우,32,tourism,busan,osaka,85
공별,8,other,busan,osaka,68
경민아,32,business,busan,osaka,73
엄현빈,75,other,kimpo,saporo,5
박태훈,2,tourism,incheon,tokyo,6
양서린,45,business,kimpo,fukuoka,16
손도경,17,other,kimpo,tokyo,55
엄은우,50,other,incheon,osaka,12
도리나,13,business,busan,saporo,54
갈하나,73,other,busan,osaka,58
문다희,58,tourism,kimpo,osaka,84
피가은,61,business,busan,saporo,85
견서진,19,business,jeju,saporo,2
신하은,37,tourism,kimpo,tokyo,78
견인우,9,business,busan,fukuoka,75
서하온,11,other,kimpo,tokyo,58
함태건,29,business,jeju,fukuoka,4
임채민,43,other,kimpo,tokyo,26
진채빈,71,tourism,incheon,saporo,39
피채아,69,business,incheon,tokyo,6
제태경,43,tourism,incheon,fukuoka,19
반상윤,76,tourism,busan,saporo,26
온현호,78,business,busan,saporo,31
차해나,19,tourism,incheon,fukuoka,55
지소원,72,tourism,jeju,osaka,5
민태윤,33,other,kimpo,fukuoka,18
당유이,10,business,busan,saporo,43
설아라,52,tourism,busan,osaka,60
나주원,58,other,busan,tokyo,27
갈선호,18,business,incheon,saporo,88
설혜원,10,business,kimpo,osaka,4
사민결,34,business,kimpo,saporo,5
함재희,30,business,incheon,tokyo,71
손윤건,62,tourism,incheon,fukuoka,83
목서원,63,tourism,busan,fukuoka,18
변세아,41,tourism,jeju,tokyo,78
호유준,56,other,jeju,saporo,11
조태환,32,business,busan,fukuoka,45
좌상현,16,business,incheon,saporo,86
피아연,35,tourism,busan,osaka,17
함범준,49,tourism,busan,osaka,5
목지우,16,business,kimpo,tokyo,5
곽도윤,61,business,kimpo,tokyo,65
길이한,20,business,busan,saporo,63
허별,19,tourism,kimpo,saporo,35
도유안,40,tourism,incheon,tokyo,8
손아린,58,business,busan,fukuoka,35
채혜민,65,other,kimpo,fukuoka,70
진유민,24,business,busan,saporo,76
소채린,40,tourism,incheon,tokyo,8
노나린,35,other,busan,fukuoka,46
이서진,79,other,busan,tokyo,87
양재이,51,other,busan,fukuoka,43
남소미,30,business,busan,tokyo,38
오시완,72,tourism,jeju,tokyo,86
탁은율,6,tourism,incheon,saporo,49
구채현,65,tourism,busan,saporo,86
경규현,28,tourism,kimpo,saporo,15
도진서,1,other,jeju,saporo,84
전민채,15,business,kimpo,osaka,8
두은지,79,tourism,incheon,tokyo,23
부지율,1,business,kimpo,saporo,12
김유나,54,other,jeju,osaka,56
범하연,73,tourism,jeju,osaka,22
안유민,0,other,jeju,fukuoka,8
하현서,47,other,jeju,tokyo,12
형율,50,other,busan,saporo,55
단하엘,24,other,jeju,fukuoka,32
손윤후,4,tourism,busan,osaka,44
인산,74,business,jeju,saporo,51
당현우,53,other,incheon,tokyo,33
박하린,58,other,busan,osaka,46
제태경,75,other,busan,fukuoka,44
현석현,8,other,incheon,tokyo,84
위희찬,19,other,busan,fukuoka,12
채유진,65,other,busan,fukuoka,53
마하늘,41,tourism,incheon,osaka,59
노시아,21,business,kimpo,tokyo,80
팽주하,66,tourism,incheon,fukuoka,50
용현빈,37,tourism,busan,osaka,47
민아름,50,other,jeju,tokyo,18
오채은,8,other,busan,osaka,30
심상우,50,tourism,busan,saporo,16
목수인,53,other,incheon,saporo,73
태서우,48,business,kimpo,osaka,55
육범준,11,other,kimpo,fukuoka,86
위정원,66,business,busan,saporo,73
한도윤,13,tourism,busan,saporo,46
봉예성,77,tourism,busan,fukuoka,35
복설,30,tourism,kimpo,tokyo,6
육하빈,44,tourism,jeju,saporo,85
목태현,48,other,jeju,tokyo,79
유이서,21,other,busan,saporo,89
예지민,42,business,incheon,saporo,82
백성준,48,business,incheon,osaka,82
임수호,14,other,incheon,saporo,65
기한별,52,business,kimpo,osaka,18
노지원,14,tourism,incheon,osaka,48
공동혁,31,tourism,jeju,osaka,40
지동혁,12,business,kimpo,tokyo,16
반채원,31,other,incheon,tokyo,20
성도율,57,other,kimpo,osaka,3
서우진,66,tourism,busan,tokyo,40
구수아,79,tourism,jeju,saporo,24
강유빈,43,other,busan,saporo,76
선아연,46,other,incheon,osaka,18
진채빈,46,business,busan,saporo,39
간재율,18,other,kimpo,osaka,40
차승윤,79,business,incheon,saporo,62
허지윤,16,business,incheon,saporo,78
박혜빈,59,other,incheon,fukuoka,15
태예림,19,tourism,kimpo,osaka,87
온아린,53,business,incheon,osaka,64
은지인,80,other,busan,tokyo,80
부다연,80,other,kimpo,osaka,60
부한나,70,tourism,incheon,saporo,14
길하성,56,business,jeju,fukuoka,7
빈진우,25,other,kimpo,fukuoka,45
은주연,38,business,incheon,tokyo,14
소은수,13,other,busan,fukuoka,20
선지온,9,tourism,kimpo,saporo,51
빈종현,71,other,busan,fukuoka,41
유유안,63,other,kimpo,saporo,77
좌채원,18,tourism,incheon,osaka,57
육현승,60,business,jeju,tokyo,78
임준형,49,business,jeju,fukuoka,46
조시헌,75,tourism,jeju,fukuoka,42
석연우,58,business,jeju,tokyo,46
석건호,56,business,kimpo,saporo,55
범은호,14,other,busan,tokyo,68
태유라,73,tourism,kimpo,osaka,28
감민하,49,business,kimpo,saporo,15
김보민,52,other,kimpo,saporo,35
안세린,69,other,kimpo,fukuoka,71
차윤호,51,tourism,jeju,tokyo,82
인라윤,57,tourism,busan,saporo,87
심유정,15,tourism,kimpo,saporo,21
반종현,15,other,incheon,fukuoka,41
간예담,5,business,kimpo,tokyo,14
류로아,14,tourism,jeju,fukuoka,64
소호준,30,tourism,busan,fukuoka,19
정희찬,33,other,busan,saporo,39
양지유,16,tourism,kimpo,tokyo,12
모여준,50,other,incheon,osaka,56
고준호,43,tourism,jeju,osaka,45
이재희,28,business,busan,fukuoka,86
엄현성,77,other,kimpo,fukuoka,72
부승후,60,business,busan,saporo,30
나태민,1,other,incheon,osaka,67
고윤,38,tourism,kimpo,saporo,54
손제이,58,other,jeju,fukuoka,81
사하온,79,other,busan,saporo,58
오단우,56,other,kimpo,saporo,55
선승주,2,tourism,jeju,tokyo,18
곽다솜,16,other,incheon,saporo,68
연소영,31,tourism,incheon,saporo,84
옥아윤,21,tourism,incheon,saporo,50
지준현,79,tourism,jeju,tokyo,40
길나연,66,business,jeju,fukuoka,9
석윤우,12,business,incheon,saporo,65
팽시아,20,tourism,kimpo,osaka,88
온서인,19,business,busan,tokyo,85
하준형,69,tourism,busan,tokyo,14
인윤찬,47,tourism,incheon,fukuoka,27
엄아현,5,tourism,busan,fukuoka,48
권태은,61,tourism,busan,fukuoka,80
마시안,49,other,busan,tokyo,58
윤윤건,15,other,incheon,tokyo,9
상아인,21,business,busan,tokyo,68
방시안,37,business,busan,osaka,47
선준성,57,business,incheon,fukuoka,26
손도은,4,other,jeju,tokyo,49
감솔,3,other,incheon,osaka,13
허건후,48,other,busan,tokyo,12
민윤후,0,tourism,jeju,osaka,43
동새봄,32,business,jeju,fukuoka,41
공다온,52,tourism,jeju,saporo,46
민태훈,73,tourism,kimpo,saporo,32
양시안,80,tourism,kimpo,osaka,61
마태오,39,business,jeju,saporo,30
기채민,0,tourism,incheon,osaka,46
길건호,10,business,incheon,osaka,65
갈승빈,18,tourism,incheon,osaka,41
남이현,15,business,busan,osaka,67
박은성,52,tourism,incheon,tokyo,57
국민서,37,business,busan,tokyo,67
사나영,62,business,kimpo,tokyo,56
백시호,20,other,jeju,osaka,75
우진혁,19,business,busan,osaka,65
탁하은,0,tourism,kimpo,saporo,77
성지효,10,tourism,jeju,tokyo,63
주정현,79,tourism,jeju,saporo,81
윤가현,69,tourism,jeju,tokyo,74
주혜민,26,tourism,kimpo,osaka,77
제세인,44,tourism,incheon,osaka,79
온종현,77,tourism,jeju,saporo,45
반은율,14,other,busan,fukuoka,5
안정훈,12,business,kimpo,osaka,26
이은별,61,other,kimpo,tokyo,5
경지효,34,other,jeju,osaka,11
구혜진,62,business,kimpo,osaka,16
조지호,71,tourism,incheon,tokyo,38
손아라,9,other,kimpo,saporo,31
박시환,5,tourism,incheon,osaka,30
문서진,5,business,busan,osaka,14
라선호,43,tourism,kimpo,osaka,3
남하리,52,other,busan,tokyo,42
피소민,24,other,jeju,fukuoka,19
문봄,73,other,jeju,saporo,42
인선우,24,tourism,jeju,fukuoka,68
박효준,45,tourism,kimpo,tokyo,20
진세아,7,other,jeju,tokyo,89
도지은,80,tourism,jeju,tokyo,24
고이안,57,business,incheon,saporo,23
송수연,32,business,jeju,tokyo,45
사리원,55,other,incheon,saporo,70
제시우,12,tourism,incheon,tokyo,24
예은유,70,business,busan,tokyo,54
여시호,69,business,busan,tokyo,36
어준원,74,business,busan,fukuoka,72
손승유,16,tourism,incheon,tokyo,34
석아준,10,tourism,jeju,tokyo,47
형보민,49,other,jeju,tokyo,47
명이준,68,business,jeju,fukuoka,44
연다인,64,tourism,kimpo,tokyo,7
태민수,63,tourism,jeju,osaka,50
주주완,26,business,busan,saporo,81
피시호,43,other,jeju,fukuoka,45
모경민,20,tourism,kimpo,fukuoka,7
고온유,34,other,jeju,fukuoka,2
선현서,64,business,kimpo,saporo,64
두승빈,66,tourism,kimpo,tokyo,13
엄서은,30,business,kimpo,tokyo,67
안진우,66,tourism,jeju,osaka,67
원소율,79,other,kimpo,saporo,34
어시현,32,other,incheon,fukuoka,68
추재이,59,tourism,jeju,saporo,84
음가온,43,business,kimpo,osaka,11
동유민,48,tourism,busan,osaka,65
염민규,39,tourism,incheon,fukuoka,62
강아현,31,business,kimpo,fukuoka,60
마윤채,57,other,busan,fukuoka,75
견재윤,53,other,busan,saporo,76
가하온,32,business,incheon,tokyo,21
엄제이,59,tourism,incheon,fukuoka,5
송수진,14,business,jeju,saporo,71
반유빈,19,other,jeju,tokyo,85
신우진,9,business,jeju,saporo,33
염효은,34,business,busan,osaka,65
인나경,16,tourism,jeju,tokyo,8
유은율,24,business,incheon,osaka,24
상소이,22,business,kimpo,osaka,66
조준,74,tourism,busan,tokyo,45
길시원,61,tourism,kimpo,saporo,45
현현우,49,other,jeju,saporo,28
황리원,9,other,incheon,fukuoka,15
마지한,38,other,kimpo,osaka,80
태제이,41,tourism,jeju,saporo,41
여선율,6,other,busan,fukuoka,48
성태훈,68,tourism,busan,tokyo,18
백여원,44,other,busan,osaka,79
장혜인,42,business,incheon,osaka,26
허아름,3,business,jeju,osaka,9
길주혁,37,other,busan,osaka,31
배지영,58,business,kimpo,fukuoka,37
남재호,64,other,busan,tokyo,83
안주혁,66,tourism,incheon,saporo,82
복태경,49,business,incheon,tokyo,39
동태환,40,tourism,incheon,saporo,68
황시아,8,business,kimpo,fukuoka,14
인이안,76,business,jeju,fukuoka,82
채순기,14,other,incheon,tokyo,42
시신우,19,tourism,kimpo,tokyo,32
신지율,51,tourism,jeju,fukuoka,77
황주하,31,other,busan,fukuoka,48
금시완,32,other,incheon,tokyo,75
가형준,71,other,jeju,tokyo,12
심유찬,80,business,jeju,fukuoka,20
임혜성,51,business,busan,tokyo,75
변지용,61,other,jeju,fukuoka,24
백하은,21,tourism,kimpo,saporo,33
차윤성,47,business,incheon,fukuoka,84
명시윤,53,tourism,kimpo,fukuoka,77
경슬아,64,tourism,incheon,saporo,73
목이솔,72,business,kimpo,osaka,26
석혜민,13,tourism,kimpo,fukuoka,4
석라윤,17,business,jeju,tokyo,12
국도경,69,business,jeju,osaka,58
우정원,80,tourism,busan,osaka,40
우지호,9,business,busan,osaka,24
맹태호,17,other,jeju,saporo,49
승여진,51,other,kimpo,osaka,15
함준혁,73,tourism,jeju,osaka,2
신제인,64,business,kimpo,saporo,90
호도겸,5,business,busan,tokyo,27
심주현,20,other,busan,fukuoka,54
당태현,27,other,kimpo,tokyo,10
마수빈,27,tourism,incheon,osaka,57
견성준,54,tourism,busan,tokyo,33
이우찬,5,tourism,jeju,tokyo,49
선아인,38,business,jeju,osaka,78
방태연,75,other,incheon,osaka,8
모현호,33,other,busan,osaka,6
견지호,4,tourism,incheon,saporo,17
곽해준,78,other,busan,tokyo,80
좌호준,45,business,incheon,osaka,67
석다인,61,tourism,kimpo,tokyo,54
은유찬,72,tourism,kimpo,tokyo,11
권상윤,37,business,kimpo,saporo,33
원민결,41,other,busan,saporo,60
허세현,79,business,jeju,fukuoka,1
용재이,21,tourism,jeju,tokyo,85
온이안,40,business,busan,fukuoka,75
옥선우,34,other,kimpo,saporo,4
경예지,29,other,incheon,fukuoka,58
상서우,14,tourism,jeju,tokyo,29
추아진,76,business,kimpo,tokyo,35
손해준,2,business,incheon,osaka,6
윤승연,55,other,kimpo,saporo,9
길정연,23,other,jeju,osaka,58
고지윤,22,tourism,kimpo,fukuoka,5
좌서율,74,tourism,busan,osaka,29
간지유,41,tourism,incheon,fukuoka,58
온다솜,80,other,busan,osaka,50
감한나,63,business,jeju,fukuoka,71
방수혁,70,business,busan,osaka,59
함주완,58,other,incheon,saporo,38
윤태건,60,business,incheon,osaka,14
천도윤,16,business,jeju,saporo,24
감다원,9,tourism,incheon,tokyo,28
여가인,72,other,incheon,tokyo,35
호승우,34,business,kimpo,saporo,70
호수민,54,business,busan,saporo,79
피서호,22,tourism,busan,osaka,33
시도연,36,business,busan,tokyo,3
탁도희,48,other,jeju,saporo,22
목효은,32,other,incheon,tokyo,48
천희원,45,business,incheon,fukuoka,34
조태성,27,tourism,kimpo,saporo,23
허현진,76,tourism,busan,saporo,31
금윤아,23,business,busan,saporo,29
맹효린,25,other,incheon,fukuoka,63
남윤,0,tourism,incheon,osaka,4
소주하,33,other,kimpo,osaka,64
양재하,77,business,jeju,osaka,79
감도율,6,other,busan,tokyo,37
염윤호,79,business,jeju,fukuoka,47
모시환,70,business,kimpo,saporo,12
원시온,71,business,busan,saporo,68
동민수,61,other,busan,saporo,42
승도은,36,business,busan,saporo,46
신지오,78,business,jeju,tokyo,85
간채린,37,other,kimpo,fukuoka,6
태하온,31,tourism,kimpo,osaka,90
석소율,5,tourism,busan,osaka,61
범성준,8,tourism,incheon,fukuoka,74
사윤하,61,business,kimpo,saporo,4
민이한,71,tourism,busan,saporo,36
옥아진,0,tourism,jeju,saporo,11
심소미,16,tourism,kimpo,tokyo,64
연서은,51,other,busan,saporo,16
기대현,29,other,busan,tokyo,13
전하성,8,other,incheon,tokyo,6
선현승,49,tourism,jeju,osaka,59
부유하,25,business,incheon,fukuoka,25
정재윤,26,tourism,jeju,saporo,11
염재현,52,tourism,busan,tokyo,85
사시현,45,other,incheon,osaka,77
예재민,44,other,incheon,osaka,58
허지민,26,tourism,busan,fukuoka,78
고연지,71,business,busan,tokyo,71
좌주연,80,other,busan,osaka,31
류수현,32,tourism,jeju,osaka,25
홍지온,69,business,jeju,tokyo,1
육단아,32,tourism,kimpo,saporo,1
음준혁,75,business,busan,fukuoka,89
두다희,30,other,jeju,osaka,16
당강민,65,other,incheon,osaka,39
소은호,37,business,incheon,saporo,77
사지후,79,business,busan,fukuoka,65
남로운,24,other,incheon,osaka,6
탁승준,6,other,kimpo,saporo,85
천리원,13,other,incheon,osaka,31
강은재,25,business,incheon,fukuoka,20
부승주,5,tourism,kimpo,tokyo,71
함지수,41,business,busan,fukuoka,79
오다영,43,business,kimpo,saporo,40
여서호,14,business,incheon,saporo,22
주준,40,other,jeju,osaka,60
시예진,1,tourism,incheon,tokyo,62
감태인,20,tourism,jeju,tokyo,48
간연재,39,other,busan,tokyo,89
성주혁,42,tourism,jeju,tokyo,83
소나은,36,business,kimpo,saporo,48
김성빈,50,business,jeju,saporo,28
인성준,29,other,busan,tokyo,16
윤호진,22,tourism,jeju,fukuoka,77
원연재,56,other,kimpo,tokyo,71
허상우,67,other,incheon,tokyo,18
위시원,14,tourism,busan,fukuoka,22
감재율,64,other,busan,osaka,23
설하빈,42,business,incheon,saporo,9
엄재이,17,business,jeju,osaka,87
라한결,56,tourism,incheon,tokyo,3
연단비,24,other,busan,tokyo,53
김동준,42,tourism,kimpo,tokyo,85
곽성원,29,business,incheon,osaka,19
홍시연,63,business,incheon,osaka,7
맹효린,41,business,jeju,tokyo,6
맹예슬,64,tourism,jeju,saporo,1
단주현,6,other,incheon,saporo,79
경가윤,53,business,incheon,tokyo,68
손아인,36,other,jeju,fukuoka,13
진서아,70,business,incheon,fukuoka,68
송준영,71,tourism,incheon,fukuoka,57
탁도경,76,tourism,jeju,osaka,19
정다빈,12,tourism,kimpo,tokyo,50
표라온,70,tourism,busan,fukuoka,56
함봄,61,business,kimpo,osaka,17
음라온,44,business,jeju,osaka,27
조규민,56,business,jeju,tokyo,90
방하성,26,tourism,kimpo,tokyo,59
유지수,68,tourism,jeju,saporo,34
백선우,15,other,kimpo,fukuoka,79
당지운,24,business,incheon,saporo,74
설윤진,63,tourism,busan,saporo,41
남도진,59,tourism,busan,osaka,37
채가인,27,tourism,jeju,fukuoka,32
임도경,9,other,jeju,fukuoka,61
음리나,10,tourism,jeju,fukuoka,30
팽요한,36,tourism,jeju,tokyo,79
단나율,27,other,kimpo,osaka,34
문현진,7,tourism,jeju,saporo,56
고건후,21,business,kimpo,saporo,82
마성빈,48,business,incheon,fukuoka,23
예다은,68,tourism,busan,osaka,50
명은혜,50,business,jeju,fukuoka,49
명예린,11,tourism,jeju,tokyo,79
송라윤,32,business,kimpo,tokyo,21
사하윤,67,tourism,kimpo,tokyo,83
금지수,66,business,kimpo,tokyo,24
추은재,5,tourism,kimpo,tokyo,53
단지민,23,business,kimpo,saporo,7
채서후,48,business,jeju,fukuoka,38
음현빈,11,other,jeju,fukuoka,66
고승민,68,tourism,busan,tokyo,38
팽지인,57,business,jeju,fukuoka,21
맹승민,26,other,jeju,tokyo,31
김다영,23,tourism,jeju,osaka,20
조혜린,50,other,jeju,saporo,76
음도하,22,business,jeju,fukuoka,89
성예성,0,business,busan,tokyo,22
전하연,54,other,kimpo,osaka,3
범다혜,70,other,jeju,tokyo,8
김태리,69,other,incheon,fukuoka,88
주지율,23,tourism,incheon,tokyo,87
김예지,57,tourism,incheon,osaka,48
우순기,26,tourism,kimpo,fukuoka,23
박효린,62,business,jeju,tokyo,60
곽나율,77,other,busan,osaka,21
국세아,74,business,jeju,fukuoka,5
범규민,39,tourism,incheon,saporo,69
단민건,78,tourism,busan,saporo,3
선호준,78,business,busan,tokyo,63
임소이,11,tourism,kimpo,fukuoka,56
이채민,2,tourism,jeju,saporo,26
피윤서,45,tourism,jeju,saporo,37
도혜린,68,tourism,busan,osaka,58
송재민,12,tourism,jeju,osaka,79
부도윤,48,tourism,kimpo,tokyo,85
변채율,30,tourism,incheon,fukuoka,82
좌서우,19,other,incheon,tokyo,39
가형준,46,business,busan,fukuoka,50
맹효주,53,business,kimpo,tokyo,87
민재훈,4,tourism,busan,osaka,48
길수정,70,tourism,jeju,osaka,71
노리나,28,other,kimpo,fukuoka,26
하지환,30,business,jeju,fukuoka,50
마아인,76,tourism,busan,fukuoka,23
복우영,14,tourism,incheon,fukuoka,42
엄윤건,27,business,kimpo,fukuoka,7
나태성,40,tourism,kimpo,osaka,54
태서호,44,other,jeju,tokyo,32
라여원,50,other,jeju,tokyo,46
변대현,37,business,kimpo,saporo,45
옥민석,7,tourism,kimpo,saporo,87
라승빈,55,other,busan,tokyo,70
안태리,56,tourism,jeju,osaka,30
조선호,28,tourism,busan,tokyo,64
견건호,9,business,incheon,tokyo,46
길규빈,46,other,busan,osaka,77
피원우,40,tourism,jeju,osaka,8
태소희,39,business,incheon,saporo,33
라은유,31,other,jeju,saporo,79
황성윤,27,tourism,busan,tokyo,49
갈준수,9,other,incheon,tokyo,56
남성현,25,tourism,kimpo,tokyo,43
김연우,24,other,jeju,fukuoka,65
방주아,27,business,kimpo,fukuoka,50
이하람,65,business,jeju,fukuoka,45
최이솔,36,tourism,incheon,tokyo,37
노서정,31,tourism,kimpo,tokyo,33
백재우,39,tourism,incheon,tokyo,64
우소이,46,tourism,jeju,fukuoka,73
전도준,8,business,kimpo,tokyo,41
이채민,15,tourism,busan,fukuoka,88
우현성,40,business,kimpo,saporo,43
가은유,2,other,busan,osaka,40
명선우,9,business,busan,tokyo,7
오소영,26,business,kimpo,osaka,30
마혜린,22,business,kimpo,tokyo,56
정은재,71,other,jeju,fukuoka,74
봉수아,52,other,jeju,tokyo,65
남설,20,tourism,busan,fukuoka,3
연시현,21,business,kimpo,osaka,54
시다온,28,other,incheon,osaka,31
표원우,48,tourism,incheon,fukuoka,11
빈가윤,42,other,incheon,saporo,55
심도연,76,business,busan,osaka,80
복수연,14,other,kimpo,tokyo,14
지재우,70,other,busan,saporo,78
하이서,15,tourism,kimpo,tokyo,67
허유라,31,tourism,jeju,fukuoka,34
황태희,60,other,incheon,osaka,18
좌도영,11,tourism,incheon,fukuoka,21
송라희,52,tourism,jeju,osaka,52
우여준,25,business,kimpo,fukuoka,72
허승현,8,business,busan,osaka,21
임다온,12,other,busan,fukuoka,46
윤민호,48,tourism,jeju,tokyo,50
옥소희,15,other,jeju,osaka,71
신상윤,51,tourism,kimpo,osaka,27
간다온,66,tourism,busan,fukuoka,16
도동준,54,other,jeju,fukuoka,32
백세연,56,other,jeju,fukuoka,79
조아진,52,other,kimpo,fukuoka,60
경도진,59,tourism,kimpo,saporo,38
박세인,46,tourism,incheon,tokyo,2
사혜성,2,tourism,busan,osaka,61
