Name,Gender,Salary,Departments,Position
류주연,male,15075,advertising,assistant
노지성,male,25059,IT,assistant
경승우,male,29519,advertising,intern
하혜원,male,12151,design,assistant
빈성우,male,20130,IT,manager
양지호,female,23674,finance,manager
모서진,female,10255,finance,intern
장태민,male,9308,marketing,header
진한결,female,27815,marketing,assistant
배정은,female,14155,design,manager
좌예성,male,13833,marketing,header
표건우,female,3192,marketing,manager
기대현,male,6500,design,assistant
형재하,male,13613,marketing,assistant
박성훈,male,5742,advertising,assistant
민동현,female,4607,marketing,header
위서우,female,3600,advertising,intern
심규빈,male,5067,marketing,assistant
갈서영,male,4595,advertising,manager
기지은,female,28076,marketing,manager
방경민,male,24743,advertising,assistant
모우성,male,22566,finance,assistant
시민결,female,19960,marketing,manager
송제인,male,12433,design,manager
조예원,male,13979,finance,manager
맹은혜,female,26952,marketing,assistant
금승연,male,22212,advertising,manager
기진호,female,24759,marketing,assistant
연한별,female,15621,marketing,assistant
편건우,female,22344,marketing,assistant
성예솔,male,17385,marketing,assistant
좌서진,female,23026,marketing,manager
박서율,female,10753,IT,assistant
허도윤,male,26357,marketing,manager
서선우,female,9290,design,assistant
강규리,female,11557,marketing,header
원강현,male,10004,finance,intern
신현서,female,16111,marketing,manager
황혜윤,male,29104,marketing,assistant
봉윤하,male,4016,IT,assistant
유선우,male,25061,marketing,assistant
온은채,male,29762,marketing,header
양리아,male,6915,advertising,assistant
음서하,male,20443,advertising,intern
경호준,male,3670,IT,assistant
인하진,female,8421,marketing,manager
빈소영,female,29188,design,header
노은채,male,19809,marketing,header
용승준,female,29977,advertising,intern
육다빈,male,27202,advertising,intern
석예원,male,22255,advertising,manager
남다희,male,23350,marketing,intern
편승재,male,16072,design,manager
마도겸,female,17025,advertising,manager
배은유,male,20592,IT,assistant
석가영,male,8095,advertising,intern
송서윤,male,25826,advertising,assistant
양진혁,female,11442,marketing,intern
오제이,female,8379,marketing,manager
한건희,male,22179,marketing,assistant
상연주,male,3608,advertising,manager
전도경,male,22941,advertising,manager
배나영,male,19269,marketing,assistant
태지우,male,18753,marketing,assistant
우은빈,female,26553,design,assistant
육서은,female,20408,design,manager
안이솔,female,15461,marketing,intern
허하랑,male,23818,marketing,assistant
최가빈,male,19901,design,manager
석재은,female,18185,marketing,assistant
송규현,female,16533,finance,assistant
오수인,female,18406,marketing,manager
기세아,female,28776,marketing,assistant
장민솔,male,4356,marketing,assistant
왕수지,male,25644,marketing,assistant
변나윤,male,10917,marketing,header
하주한,male,22578,marketing,assistant
백서빈,male,3312,finance,assistant
황가영,male,24502,design,assistant
박은성,female,15294,marketing,intern
배서율,female,10981,advertising,assistant
원지혜,male,21967,design,assistant
구이현,female,17905,advertising,assistant
유율,male,26842,marketing,assistant
이동우,female,3210,marketing,intern
조태성,male,9868,marketing,intern
온윤서,male,21829,marketing,manager
맹은우,female,28367,IT,assistant
공보민,female,16188,marketing,manager
형서진,female,5500,design,header
변동현,male,22404,finance,manager
노가을,male,28376,advertising,assistant
배동하,male,14961,advertising,manager
성태호,male,12263,advertising,manager
위소율,female,17544,advertising,manager
두동윤,male,4945,finance,manager
노예인,female,24934,marketing,assistant
당여준,male,29826,marketing,assistant
갈민재,male,28010,marketing,header
황수민,female,3250,advertising,assistant
변주안,male,10712,IT,manager
원지온,male,3279,marketing,manager
배하영,female,17277,marketing,assistant
경로이,male,25630,advertising,assistant
안소은,male,25679,IT,assistant
시소미,female,10566,design,intern
설윤호,female,7869,IT,assistant
지은혁,male,5285,design,manager
전성훈,female,5828,marketing,assistant
온효린,male,25652,marketing,assistant
금나율,female,18057,advertising,assistant
국예성,female,12266,finance,manager
석주호,male,15395,design,header
음지민,male,27864,IT,assistant
최윤슬,male,21501,finance,assistant
도재준,male,25229,finance,assistant
석도아,male,3322,design,assistant
홍하준,female,4776,IT,intern
동리안,male,29971,marketing,assistant
남은우,female,16668,advertising,assistant
시시준,female,3587,advertising,manager
백다연,male,18703,marketing,intern
문현성,male,15987,finance,assistant
부시우,female,7201,design,assistant
채건우,male,3068,advertising,assistant
부도율,male,3011,finance,header
소우찬,male,5981,marketing,assistant
육지용,female,26621,marketing,manager
태태이,male,17683,advertising,assistant
왕성민,male,27569,design,assistant
노태이,male,17094,advertising,assistant
변준수,male,4360,marketing,intern
홍봄,male,29203,marketing,manager
팽우현,female,12231,marketing,intern
간재희,female,26097,design,intern
송원우,male,12296,marketing,assistant
장도연,male,25183,marketing,header
강현서,male,7013,marketing,assistant
허서영,male,25879,marketing,assistant
맹준원,male,20626,marketing,assistant
위유경,female,7692,advertising,assistant
봉서호,male,13132,marketing,manager
위태하,male,26515,design,assistant
피수현,male,22143,finance,assistant
추세인,female,13463,marketing,assistant
함준석,male,22446,IT,manager
장유은,male,8774,advertising,assistant
라하은,male,24208,marketing,intern
반시환,female,12680,IT,header
서다희,male,8945,marketing,assistant
원연아,female,14923,advertising,manager
설지인,female,16702,marketing,manager
성지우,female,26148,marketing,assistant
당아영,male,18763,IT,assistant
사승주,male,23371,IT,intern
봉준형,male,8478,marketing,header
탁서아,male,23635,advertising,intern
가주현,female,29337,advertising,assistant
안리나,female,6086,marketing,assistant
범수민,female,26120,marketing,header
견동준,female,19186,marketing,assistant
기가현,male,20577,IT,assistant
차단비,male,6574,marketing,intern
용경민,female,8408,advertising,assistant
은민경,female,3295,marketing,assistant
음수호,male,18490,marketing,assistant
간산,male,3593,marketing,assistant
음연아,female,5917,design,assistant
정승환,female,19715,marketing,manager
우지오,male,14674,marketing,assistant
맹아영,male,3528,IT,assistant
차우현,male,12235,marketing,assistant
조서우,male,14752,marketing,intern
석예찬,male,23698,advertising,manager
구나린,female,10380,IT,assistant
고채율,female,10883,marketing,assistant
탁성현,male,25743,marketing,assistant
현승우,female,18081,marketing,assistant
옥서진,male,7378,marketing,header
왕우성,female,13769,marketing,manager
길채희,female,8119,marketing,assistant
복하람,female,25130,advertising,manager
팽현석,male,11342,marketing,manager
목태오,female,21299,marketing,header
오채현,female,15445,design,manager
설슬아,female,8990,marketing,intern
이태호,female,27647,marketing,manager
좌채연,male,21200,marketing,assistant
온아연,male,4613,design,assistant
석재율,female,18499,advertising,manager
시지후,male,11461,marketing,manager
천설,female,9184,marketing,assistant
견지웅,male,23298,advertising,header
호은유,male,22206,advertising,manager
경지용,female,16963,marketing,header
팽준우,male,16225,marketing,manager
복시환,female,10456,marketing,manager
어아름,male,13192,advertising,assistant
은은수,male,10996,marketing,manager
반도윤,male,19126,design,assistant
민승준,female,25453,marketing,assistant
한건희,male,26924,marketing,manager
권민혁,female,22694,advertising,assistant
방이준,female,12632,design,assistant
도준수,male,17936,IT,assistant
정윤아,female,23870,marketing,manager
공하진,female,28586,IT,assistant
봉지윤,male,5221,design,assistant
사지수,male,9375,marketing,assistant
단연주,male,27208,marketing,manager
태건희,female,7682,advertising,assistant
은도겸,female,22249,marketing,manager
홍제이,male,19749,marketing,manager
장로운,male,29781,marketing,header
모서하,female,28279,advertising,assistant
이준석,female,14286,marketing,assistant
범유빈,male,6834,marketing,manager
봉도아,male,23917,design,manager
제이현,male,13348,marketing,assistant
피로이,female,10158,marketing,assistant
곽규현,male,21121,advertising,manager
류성원,female,20023,marketing,intern
심다은,female,18455,finance,assistant
석승환,male,27338,IT,assistant
추리안,male,26355,advertising,assistant
민현지,female,7995,finance,assistant
노가인,female,26222,marketing,manager
함도원,female,14870,finance,assistant
견준우,male,9558,advertising,header
목준현,male,21944,marketing,assistant
윤태현,male,5939,marketing,assistant
당정현,female,12643,IT,assistant
안하윤,male,23108,IT,manager
선채윤,male,9869,marketing,assistant
공유리,female,14859,marketing,manager
곽현진,female,29541,IT,manager
빈우빈,male,21453,advertising,header
변준영,female,24394,marketing,assistant
여보민,male,13260,marketing,assistant
도준수,female,14532,design,manager
최상윤,female,15766,IT,assistant
태가빈,male,22220,advertising,intern
좌윤우,male,21709,IT,assistant
복소연,female,21362,marketing,manager
곽규빈,male,20774,marketing,assistant
한민수,male,27242,marketing,manager
채호진,female,4270,marketing,assistant
가이나,male,11618,marketing,manager
왕세현,female,27769,marketing,intern
곽도영,male,3049,advertising,header
최주영,male,18069,finance,manager
여예진,female,26264,marketing,assistant
감윤,male,28442,marketing,manager
예지우,male,4594,marketing,manager
정태훈,female,14376,marketing,intern
금수빈,male,20519,design,assistant
경우빈,male,12489,IT,manager
설재영,male,27330,marketing,manager
갈서율,male,29365,marketing,manager
곽지후,male,6967,marketing,assistant
심온유,male,16009,marketing,assistant
전시헌,female,17864,design,assistant
송찬,female,22072,IT,assistant
태재율,male,18228,design,assistant
염승윤,male,11084,marketing,manager
가시윤,female,29232,marketing,manager
빈혜민,female,4174,marketing,assistant
맹건,male,15120,advertising,assistant
신리안,female,21250,advertising,manager
장수지,female,23303,marketing,assistant
우혜빈,male,11969,advertising,assistant
문혜민,male,10248,IT,manager
어산,female,5711,finance,assistant
소은별,male,24055,design,manager
하재훈,male,15770,marketing,manager
구이솔,male,6096,marketing,intern
온지원,female,8785,marketing,intern
최동윤,male,23862,marketing,manager
제요한,male,24984,finance,assistant
이예찬,male,27522,marketing,manager
조태은,male,23547,marketing,assistant
성지완,male,18963,marketing,assistant
고다연,female,9409,advertising,assistant
유서원,male,12032,marketing,assistant
홍태은,male,22669,finance,intern
범도하,male,24617,marketing,manager
홍채율,male,8012,marketing,assistant
황민하,male,28191,marketing,manager
두동혁,female,22431,marketing,manager
명서원,female,26384,marketing,assistant
남하음,female,4101,advertising,manager
양소정,female,22212,design,manager
음정윤,female,25891,IT,assistant
사도경,female,4067,advertising,manager
성성훈,female,19160,design,manager
배봄,male,24580,marketing,header
부영민,male,3920,advertising,assistant
강성윤,female,29278,IT,assistant
육정민,female,16830,design,manager
표민건,male,24442,marketing,manager
맹시환,male,13214,advertising,assistant
당수아,male,22301,marketing,intern
최주완,male,17396,advertising,assistant
허예서,male,9959,marketing,manager
안하준,male,7435,marketing,intern
변현진,male,11640,marketing,assistant
임동준,male,15840,advertising,header
옥서후,female,3223,IT,assistant
왕채은,female,7506,marketing,header
국도영,male,6020,marketing,manager
예민영,male,8884,marketing,assistant
배별,female,24430,design,assistant
인석현,female,26128,advertising,assistant
인이솔,female,3921,marketing,assistant
라가람,male,10801,finance,manager
라유현,female,9247,advertising,manager
석현진,male,6453,marketing,assistant
팽경민,female,17122,advertising,header
지태성,male,12897,finance,assistant
위승민,female,9530,marketing,assistant
차호준,male,6443,IT,assistant
빈가윤,female,3451,marketing,header
좌서진,female,15143,advertising,assistant
구가온,male,16500,marketing,assistant
단은혁,male,12035,IT,manager
제현서,male,10788,marketing,intern
문채빈,female,8445,marketing,assistant
맹지웅,male,15526,marketing,assistant
상아연,female,6581,finance,manager
당가온,female,21381,advertising,manager
함정우,female,13873,marketing,assistant
남시은,male,23774,IT,assistant
배채연,male,29883,marketing,header
채다혜,male,22135,finance,assistant
갈우주,male,5829,marketing,header
형건희,male,4133,marketing,assistant
길리안,male,20806,marketing,assistant
갈다빈,female,8742,finance,manager
서재인,male,3476,marketing,assistant
마하진,female,3954,IT,manager
최시윤,female,6440,IT,assistant
배이나,male,27898,marketing,assistant
반승민,male,22532,marketing,assistant
소별,female,17160,marketing,assistant
지하민,male,24809,marketing,assistant
차이현,male,7679,IT,assistant
주미소,male,22135,IT,manager
공영민,female,17309,advertising,assistant
정하온,female,12786,marketing,manager
강하영,female,3115,marketing,manager
여혜린,male,11134,marketing,intern
상인우,male,4354,marketing,assistant
시성현,female,25228,advertising,assistant
태시우,male,7228,finance,assistant
채소율,female,6111,IT,assistant
백윤서,female,27674,IT,assistant
당온유,male,8831,marketing,assistant
라지후,male,7815,marketing,assistant
빈서정,female,25236,finance,assistant
갈해나,female,9796,marketing,manager
원은수,female,16583,marketing,header
송이안,female,9501,marketing,assistant
황태호,male,20404,marketing,manager
배윤찬,male,26103,finance,intern
태민하,male,17965,design,manager
피채빈,female,4197,advertising,assistant
도우영,female,25662,finance,assistant
변서우,male,17272,marketing,assistant
형예성,female,14304,marketing,assistant
부성진,female,5788,advertising,assistant
육태민,male,18796,IT,intern
정승윤,male,29757,marketing,manager
제수아,female,4557,marketing,assistant
엄승윤,female,6551,advertising,assistant
임수정,female,11912,marketing,assistant
음준성,female,9080,finance,assistant
노은재,male,18814,marketing,assistant
최은우,female,8673,design,assistant
엄정훈,male,10027,marketing,assistant
명도경,male,11799,marketing,manager
마현승,male,11358,design,assistant
문세빈,male,29162,advertising,header
표상윤,female,28892,marketing,intern
조연지,male,15268,marketing,assistant
구아준,male,15237,marketing,assistant
갈인우,male,23783,advertising,assistant
간이나,male,6650,marketing,assistant
어윤채,male,13691,marketing,header
은단아,male,18973,design,manager
신시환,female,25444,finance,assistant
탁혜원,female,3938,advertising,manager
두민경,female,13790,marketing,assistant
동도연,female,29340,finance,manager
노산,female,4062,marketing,manager
허주원,female,22627,finance,assistant
제현진,male,23862,marketing,assistant
왕서윤,female,21336,IT,assistant
손가은,female,10286,marketing,assistant
제정원,female,8676,design,header
변이한,female,29067,marketing,assistant
복채민,male,20529,marketing,assistant
심상우,male,20040,marketing,assistant
맹유현,male,9463,finance,intern
기세희,male,19694,finance,assistant
하연지,female,26686,marketing,assistant
소순기,female,13263,marketing,manager
견민호,male,17043,marketing,manager
범소민,male,4119,design,assistant
편선우,male,17825,marketing,assistant
형지아,male,18307,advertising,assistant
남규리,female,3141,IT,assistant
제정원,male,11576,marketing,manager
온민수,male,22965,marketing,assistant
편하연,female,17847,advertising,manager
곽승원,female,19274,advertising,intern
나동훈,female,11781,IT,assistant
간시윤,female,24922,marketing,manager
음승빈,male,22482,marketing,manager
방시헌,male,17319,marketing,assistant
한재영,male,19529,IT,assistant
용제인,male,17156,marketing,assistant
정이현,female,28223,IT,manager
하정후,male,5751,marketing,manager
홍설아,male,21225,marketing,assistant
라예서,female,26581,advertising,intern
유시아,male,10644,advertising,header
남민서,male,10914,marketing,intern
성현진,male,18305,IT,assistant
백설,male,21152,marketing,assistant
위주환,female,16480,design,header
배연서,male,29496,marketing,assistant
좌가연,male,20319,marketing,assistant
국지웅,male,18676,marketing,intern
시소이,female,14174,marketing,intern
